year,gender,rank,name
1928,male,31,Manfred
1928,male,32,Fritz
1928,male,33,Siegfried
1928,male,34,Bruno
1928,male,35,Lothar
1929,female,1,Ursula
1929,female,2,Helga
1929,female,3,Gisela
1929,female,4,Ilse
1929,female,5,Ingeborg
1929,female,6,Ingrid
1929,female,7,Gerda
1929,female,8,Edith
1929,female,9,Hildegard
1929,female,10,Irmgard
1929,female,11,Erika
1929,female,12,Ruth
1929,female,13,Inge
1929,female,14,Waltraud
1929,female,15,Margot
1929,female,16,Lieselotte
1929,female,17,Elfriede
1929,female,18,Gertrud
1929,female,19,Hannelore
1929,female,20,Elisabeth
1929,female,21,Anneliese
1929,female,22,Christa
1929,female,23,Eva
1929,female,24,Lisa
1929,female,25,Maria
1929,female,26,Marianne
1929,female,27,Margarete
1929,female,28,Hertha
1929,female,29,Renate
1929,female,30,Christel
1929,female,31,Käthe
1929,female,32,Erna
1929,female,33,Irma
1929,female,34,Carla
1929,female,35,Irene
1929,male,1,Hans
1929,male,2,Günther
1929,male,3,Karl
1929,male,4,Heinz
1929,male,5,Horst
1929,male,6,Gerhard
1929,male,7,Werner
1929,male,8,Walter
1929,male,9,Helmut
1929,male,10,Herbert
1929,male,11,Kurt
1929,male,12,Klaus
1929,male,13,Rolf
1929,male,14,Ernst
1929,male,15,Harald
1929,male,16,Wolfgang
1929,male,17,Fritz
1929,male,18,Peter
1929,male,19,Rudolf
1929,male,20,Erwin
1929,male,21,Jürgen
1929,male,22,Gerd
1929,male,23,Hermann
1929,male,24,Willi
1929,male,25,Egon
1929,male,26,Erich
1929,male,27,Heinrich
1929,male,28,Otto
1929,male,29,Alfred
1929,male,30,Paul
1929,male,31,Siegfried
1929,male,32,Wilhelm
1929,male,33,Harry
1929,male,34,Manfred
1929,male,35,Friedrich
1930,female,1,Ursula
1930,female,2,Helga
1930,female,3,Gisela
1930,female,4,Inge
1930,female,5,Gerda
1930,female,6,Ingrid
1930,female,7,Ingeborg
1930,female,8,Ilse
1930,female,9,Edith
1930,female,10,Hildegard
1930,female,11,Ruth
1930,female,12,Waltraud
1930,female,13,Irmgard
1930,female,14,Erika
1930,female,15,Lieselotte
1930,female,16,Elisabeth
1930,female,17,Elfriede
1930,female,18,Eva
1930,female,19,Christa
1930,female,20,Anneliese
1930,female,21,Margot
1930,female,22,Hannelore
1930,female,23,Gertrud
1930,female,24,Marianne
1930,female,25,Renate
1930,female,26,Maria
1930,female,27,Lisa
1930,female,28,Margarete
1930,female,29,Christel
1930,female,30,Anna
1930,female,31,Annemarie
1930,female,32,Jutta
1930,female,33,Marion
1930,female,34,Charlotte
1930,female,35,Vera
1930,male,1,Günther
1930,male,2,Hans
1930,male,3,Karl
1930,male,4,Heinz
1930,male,5,Werner
1930,male,6,Gerhard
1930,male,7,Horst
1930,male,8,Helmut
1930,male,9,Walter
1930,male,10,Kurt
1930,male,11,Klaus
1930,male,12,Herbert
1930,male,13,Rolf
1930,male,14,Harald
1930,male,15,Wolfgang
1930,male,16,Ernst
1930,male,17,Jürgen
1930,male,18,Erich
1930,male,19,Alfred
1930,male,20,Hermann
1930,male,21,Peter
1930,male,22,Harry
1930,male,23,Heinrich
1930,male,24,Rudolf
1930,male,25,Erwin
1930,male,26,Gerd
1930,male,27,Egon
1930,male,28,Friedrich
1930,male,29,Otto
1930,male,30,Manfred
1930,male,31,Siegfried
1930,male,32,Georg
1930,male,33,Paul
1930,male,34,Willi
1930,male,35,Fritz
1931,female,1,Ursula
1931,female,2,Helga
1931,female,3,Ingrid
1931,female,4,Gisela
1931,female,5,Inge
1931,female,6,Ilse
1931,female,7,Edith
1931,female,8,Gerda
1931,female,9,Hildegard
1931,female,10,Ingeborg
1931,female,11,Irmgard
1931,female,12,Ruth
1931,female,13,Waltraud
1931,female,14,Erika
1931,female,15,Lieselotte
1931,female,16,Christa
1931,female,17,Gertrud
1931,female,18,Hannelore
1931,female,19,Margot
1931,female,20,Marianne
1931,female,21,Elfriede
1931,female,22,Elisabeth
1931,female,23,Anneliese
1931,female,24,Renate
1931,female,25,Eva
1931,female,26,Lisa
1931,female,27,Maria
1931,female,28,Christel
1931,female,29,Margarete
1931,female,30,Anna
1931,female,31,Irma
1931,female,32,Rita
1931,female,33,Rosemarie
1931,female,34,Brigitte
1931,female,35,Erna
1931,male,1,Hans
1931,male,2,Günther
1931,male,3,Karl
1931,male,4,Heinz
1931,male,5,Werner
1931,male,6,Horst
1931,male,7,Gerhard
1931,male,8,Walter
1931,male,9,Helmut
1931,male,10,Klaus
1931,male,11,Herbert
1931,male,12,Kurt
1931,male,13,Rolf
1931,male,14,Wolfgang
1931,male,15,Ernst
1931,male,16,Jürgen
1931,male,17,Harald
1931,male,18,Egon
1931,male,19,Rudolf
1931,male,20,Peter
1931,male,21,Gerd
1931,male,22,Alfred
1931,male,23,Heinrich
1931,male,24,Paul
1931,male,25,Hermann
1931,male,26,Willi
1931,male,27,Otto
1931,male,28,Erich
1931,male,29,Georg
1931,male,30,Dieter
1931,male,31,Uwe
1931,male,32,Wilhelm
1931,male,33,Fritz
1931,male,34,Harry
1931,male,35,Manfred
1932,female,1,Ursula
1932,female,2,Helga
1932,female,3,Ingrid
1932,female,4,Gisela
1932,female,5,Inge
1932,female,6,Ilse
1932,female,7,Ruth
1932,female,8,Irmgard
1932,female,9,Ingeborg
1932,female,10,Gerda
1932,female,11,Edith
1932,female,12,Erika
1932,female,13,Waltraud
1932,female,14,Hildegard
1932,female,15,Christa
1932,female,16,Eva
1932,female,17,Renate
1932,female,18,Anneliese
1932,female,19,Lieselotte
1932,female,20,Maria
1932,female,21,Gertrud
1932,female,22,Hannelore
1932,female,23,Marianne
1932,female,24,Elisabeth
1932,female,25,Margot
1932,female,26,Elfriede
1932,female,27,Rita
1932,female,28,Christel
1932,female,29,Lisa
1932,female,30,Hertha
1932,female,31,Vera
1932,female,32,Jutta
1932,female,33,Anna
1932,female,34,Brigitte
1932,female,35,Käthe
1932,male,1,Hans
1932,male,2,Günther
1932,male,3,Horst
1932,male,4,Karl
1932,male,5,Heinz
1932,male,6,Werner
1932,male,7,Gerhard
1932,male,8,Klaus
1932,male,9,Helmut
1932,male,10,Walter
1932,male,11,Herbert
1932,male,12,Rolf
1932,male,13,Wolfgang
1932,male,14,Kurt
1932,male,15,Harald
1932,male,16,Peter
1932,male,17,Jürgen
1932,male,18,Dieter
1932,male,19,Hermann
1932,male,20,Ernst
1932,male,21,Heinrich
1932,male,22,Manfred
1932,male,23,Paul
1932,male,24,Rudolf
1932,male,25,Erich
1932,male,26,Harry
1932,male,27,Friedrich
1932,male,28,Alfred
1932,male,29,Egon
1932,male,30,Gerd
1932,male,31,Otto
1932,male,32,Wilhelm
1932,male,33,Siegfried
1932,male,34,Uwe
1932,male,35,Willi
1933,female,1,Helga
1933,female,2,Ursula
1933,female,3,Ingrid
1933,female,4,Gisela
1933,female,5,Gerda
1933,female,6,Ilse
1933,female,7,Inge
1933,female,8,Christa
1933,female,9,Waltraud
1933,female,10,Irmgard
1933,female,11,Ruth
1933,female,12,Erika
1933,female,13,Hildegard
1933,female,14,Ingeborg
1933,female,15,Hannelore
1933,female,16,Edith
1933,female,17,Renate
1933,female,18,Lieselotte
1933,female,19,Margot
1933,female,20,Eva
1933,female,21,Christel
1933,female,22,Maria
1933,female,23,Gertrud
1933,female,24,Anneliese
1933,female,25,Elfriede
1933,female,26,Marianne
1933,female,27,Elisabeth
1933,female,28,Rita
1933,female,29,Rosemarie
1933,female,30,Anna
1933,female,31,Karin
1933,female,32,Marion
1933,female,33,Brigitte
1933,female,34,Lisa
1933,female,35,Margarete
1933,male,1,Hans
1933,male,2,Günther
1933,male,3,Horst
1933,male,4,Karl
1933,male,5,Werner
1933,male,6,Gerhard
1933,male,7,Heinz
1933,male,8,Klaus
1933,male,9,Helmut
1933,male,10,Walter
1933,male,11,Peter
1933,male,12,Wolfgang
1933,male,13,Jürgen
1933,male,14,Manfred
1933,male,15,Kurt
1933,male,16,Herbert
1933,male,17,Rolf
1933,male,18,Dieter
1933,male,19,Harald
1933,male,20,Rudolf
1933,male,21,Uwe
1933,male,22,Ernst
1933,male,23,Erich
1933,male,24,Gerd
1933,male,25,Heinrich
1933,male,26,Harry
1933,male,27,Hermann
1933,male,28,Siegfried
1933,male,29,Wilhelm
1933,male,30,Alfred
1933,male,31,Egon
1933,male,32,Otto
1933,male,33,Paul
1933,male,34,Erwin
1933,male,35,Friedrich
1934,female,1,Ingrid
1934,female,2,Ursula
1934,female,3,Helga
1934,female,4,Gisela
1934,female,5,Inge
1934,female,6,Christa
1934,female,7,Renate
1934,female,8,Erika
1934,female,9,Karin
1934,female,10,Gerda
1934,female,11,Waltraud
1934,female,12,Irmgard
1934,female,13,Ingeborg
1934,female,14,Ilse
1934,female,15,Hannelore
1934,female,16,Hildegard
1934,female,17,Edith
1934,female,18,Ruth
1934,female,19,Marianne
1934,female,20,Christel
1934,female,21,Eva
1934,female,22,Gertrud
1934,female,23,Margot
1934,female,24,Anneliese
1934,female,25,Rita
1934,female,26,Lieselotte
1934,female,27,Elfriede
1934,female,28,Elke
1934,female,29,Maria
1934,female,30,Lisa
1934,female,31,Elisabeth
1934,female,32,Marion
1934,female,33,Brigitte
1934,female,34,Margarete
1934,female,35,Jutta
1934,male,1,Horst
1934,male,2,Hans
1934,male,3,Günther
1934,male,4,Karl
1934,male,5,Klaus
1934,male,6,Heinz
1934,male,7,Werner
1934,male,8,Gerhard
1934,male,9,Peter
1934,male,10,Helmut
1934,male,11,Manfred
1934,male,12,Jürgen
1934,male,13,Uwe
1934,male,14,Rolf
1934,male,15,Herbert
1934,male,16,Walter
1934,male,17,Wolfgang
1934,male,18,Kurt
1934,male,19,Dieter
1934,male,20,Harald
1934,male,21,Rudolf
1934,male,22,Hermann
1934,male,23,Siegfried
1934,male,24,Ernst
1934,male,25,Egon
1934,male,26,Gerd
1934,male,27,Erwin
1934,male,28,Wilhelm
1934,male,29,Alfred
1934,male,30,Heinrich
1934,male,31,Willi
1934,male,32,Lothar
1934,male,33,Erich
1934,male,34,Joachim
1934,male,35,Otto
1935,female,1,Helga
1935,female,2,Ingrid
1935,female,3,Ursula
1935,female,4,Gisela
1935,female,5,Christa
1935,female,6,Inge
1935,female,7,Karin
1935,female,8,Renate
1935,female,9,Gerda
1935,female,10,Erika
1935,female,11,Waltraud
1935,female,12,Edith
1935,female,13,Ilse
1935,female,14,Ingeborg
1935,female,15,Ruth
1935,female,16,Irmgard
1935,female,17,Christel
1935,female,18,Hildegard
1935,female,19,Marianne
1935,female,20,Hannelore
1935,female,21,Lieselotte
1935,female,22,Margot
1935,female,23,Anneliese
1935,female,24,Elisabeth
1935,female,25,Elke
1935,female,26,Rita
1935,female,27,Maria
1935,female,28,Brigitte
1935,female,29,Marion
1935,female,30,Eva
1935,female,31,Elfriede
1935,female,32,Gertrud
1935,female,33,Margarete
1935,female,34,Rosemarie
1935,female,35,Annemarie
1935,male,1,Hans
1935,male,2,Günther
1935,male,3,Horst
1935,male,4,Klaus
1935,male,5,Karl
1935,male,6,Peter
1935,male,7,Werner
1935,male,8,Dieter
1935,male,9,Heinz
1935,male,10,Gerhard
1935,male,11,Jürgen
1935,male,12,Uwe
1935,male,13,Helmut
1935,male,14,Wolfgang
1935,male,15,Rolf
1935,male,16,Manfred
1935,male,17,Herbert
1935,male,18,Walter
1935,male,19,Kurt
1935,male,20,Gerd
1935,male,21,Hermann
1935,male,22,Siegfried
1935,male,23,Rudolf
1935,male,24,Ernst
1935,male,25,Harald
1935,male,26,Heinrich
1935,male,27,Egon
1935,male,28,Joachim
1935,male,29,Alfred
1935,male,30,Harry
1935,male,31,Willi
1935,male,32,Otto
1935,male,33,Erich
1935,male,34,Georg
1935,male,35,Friedrich
1936,female,1,Helga
1936,female,2,Ingrid
1936,female,3,Ursula
1936,female,4,Christa
1936,female,5,Gisela
1936,female,6,Karin
1936,female,7,Renate
1936,female,8,Inge
1936,female,9,Erika
1936,female,10,Gerda
1936,female,11,Christel
1936,female,12,Ilse
1936,female,13,Edith
1936,female,14,Waltraud
1936,female,15,Hildegard
1936,female,16,Elke
1936,female,17,Ingeborg
1936,female,18,Marianne
1936,female,19,Hannelore
1936,female,20,Rita
1936,female,21,Irmgard
1936,female,22,Elisabeth
1936,female,23,Lieselotte
1936,female,24,Margot
1936,female,25,Ruth
1936,female,26,Marion
1936,female,27,Rosemarie
1936,female,28,Anneliese
1936,female,29,Maria
1936,female,30,Brigitte
1936,female,31,Eva
1936,female,32,Elfriede
1936,female,33,Gertrud
1936,female,34,Jutta
1936,female,35,Margarete
1936,male,1,Hans
1936,male,2,Günther
1936,male,3,Klaus
1936,male,4,Horst
1936,male,5,Peter
1936,male,6,Dieter
1936,male,7,Werner
1936,male,8,Karl
1936,male,9,Jürgen
1936,male,10,Heinz
1936,male,11,Gerhard
1936,male,12,Helmut
1936,male,13,Uwe
1936,male,14,Manfred
1936,male,15,Rolf
1936,male,16,Wolfgang
1936,male,17,Herbert
1936,male,18,Walter
1936,male,19,Gerd
1936,male,20,Rudolf
1936,male,21,Harald
1936,male,22,Siegfried
1936,male,23,Ernst
1936,male,24,Kurt
1936,male,25,Hermann
1936,male,26,Alfred
1936,male,27,Joachim
1936,male,28,Otto
1936,male,29,Heinrich
1936,male,30,Friedrich
1936,male,31,Lothar
1936,male,32,Paul
1936,male,33,Willi
1936,male,34,Erwin
1936,male,35,Erich
1937,female,1,Helga
1937,female,2,Ingrid
1937,female,3,Ursula
1937,female,4,Christa
1937,female,5,Gisela
1937,female,6,Karin
1937,female,7,Renate
1937,female,8,Elke
1937,female,9,Inge
1937,female,10,Christel
1937,female,11,Erika
1937,female,12,Gerda
1937,female,13,Waltraud
1937,female,14,Hannelore
1937,female,15,Ilse
1937,female,16,Marianne
1937,female,17,Ingeborg
1937,female,18,Edith
1937,female,19,Hildegard
1937,female,20,Irmgard
1937,female,21,Rita
1937,female,22,Margot
1937,female,23,Brigitte
1937,female,24,Maria
1937,female,25,Marion
1937,female,26,Rosemarie
1937,female,27,Anneliese
1937,female,28,Elisabeth
1937,female,29,Eva
1937,female,30,Lieselotte
1937,female,31,Elfriede
1937,female,32,Jutta
1937,female,33,Ruth
1937,female,34,Gertrud
1937,female,35,Margrit
1937,male,1,Hans
1937,male,2,Klaus
1937,male,3,Peter
1937,male,4,Horst
1937,male,5,Günther
1937,male,6,Dieter
1937,male,7,Jürgen
1937,male,8,Karl
1937,male,9,Werner
1937,male,10,Uwe
1937,male,11,Gerhard
1937,male,12,Manfred
1937,male,13,Helmut
1937,male,14,Wolfgang
1937,male,15,Heinz
1937,male,16,Rolf
1937,male,17,Gerd
1937,male,18,Walter
1937,male,19,Kurt
1937,male,20,Herbert
1937,male,21,Harald
1937,male,22,Joachim
1937,male,23,Alfred
1937,male,24,Ernst
1937,male,25,Siegfried
1937,male,26,Georg
1937,male,27,Hermann
1937,male,28,Heinrich
1937,male,29,Otto
1937,male,30,Rudolf
1937,male,31,Erwin
1937,male,32,Lothar
1937,male,33,Wilhelm
1937,male,34,Bernhard
1937,male,35,Egon
1938,female,1,Helga
1938,female,2,Karin
1938,female,3,Ingrid
1938,female,4,Renate
1938,female,5,Ursula
1938,female,6,Christa
1938,female,7,Gisela
1938,female,8,Elke
1938,female,9,Inge
1938,female,10,Erika
1938,female,11,Christel
1938,female,12,Waltraud
1938,female,13,Gerda
1938,female,14,Hannelore
1938,female,15,Ilse
1938,female,16,Marianne
1938,female,17,Hildegard
1938,female,18,Irmgard
1938,female,19,Ingeborg
1938,female,20,Rita
1938,female,21,Edith
1938,female,22,Rosemarie
1938,female,23,Brigitte
1938,female,24,Maria
1938,female,25,Margrit
1938,female,26,Marion
1938,female,27,Lieselotte
1938,female,28,Margot
1938,female,29,Jutta
1938,female,30,Anneliese
1938,female,31,Gertrud
1938,female,32,Sigrid
1938,female,33,Elfriede
1938,female,34,Elisabeth
1938,female,35,Bärbel
1938,male,1,Hans
1938,male,2,Peter
1938,male,3,Klaus
1938,male,4,Günther
1938,male,5,Jürgen
1938,male,6,Horst
1938,male,7,Dieter
1938,male,8,Uwe
1938,male,9,Manfred
1938,male,10,Karl
1938,male,11,Werner
1938,male,12,Helmut
1938,male,13,Heinz
1938,male,14,Gerhard
1938,male,15,Wolfgang
1938,male,16,Rolf
1938,male,17,Herbert
1938,male,18,Walter
1938,male,19,Gerd
1938,male,20,Harald
1938,male,21,Joachim
1938,male,22,Bernd
1938,male,23,Hermann
1938,male,24,Kurt
1938,male,25,Ernst
1938,male,26,Siegfried
1938,male,27,Rainer
1938,male,28,Heinrich
1938,male,29,Rudolf
1938,male,30,Ulrich
1938,male,31,Lothar
1938,male,32,Paul
1938,male,33,Wilhelm
1938,male,34,Alfred
1938,male,35,Georg
1939,female,1,Helga
1939,female,2,Ingrid
1939,female,3,Karin
1939,female,4,Ursula
1939,female,5,Renate
1939,female,6,Elke
1939,female,7,Erika
1939,female,8,Gisela
1939,female,9,Christa
1939,female,10,Hannelore
1939,female,11,Inge
1939,female,12,Christel
1939,female,13,Ilse
1939,female,14,Brigitte
1939,female,15,Ingeborg
1939,female,16,Waltraud
1939,female,17,Marianne
1939,female,18,Barbara
1939,female,19,Rosemarie
1939,female,20,Gerda
1939,female,21,Irmgard
1939,female,22,Rita
1939,female,23,Edith
1939,female,24,Hildegard
1939,female,25,Jutta
1939,female,26,Margrit
1939,female,27,Bärbel
1939,female,28,Marion
1939,female,29,Monika
1939,female,30,Ute
1939,female,31,Heike
1939,female,32,Margret
1939,female,33,Sigrid
1939,female,34,Heidi
1939,female,35,Anke
1939,male,1,Hans
1939,male,2,Klaus
1939,male,3,Dieter
1939,male,4,Jürgen
1939,male,5,Horst
1939,male,6,Günther
1939,male,7,Peter
1939,male,8,Uwe
1939,male,9,Wolfgang
1939,male,10,Manfred
1939,male,11,Gerhard
1939,male,12,Werner
1939,male,13,Karl
1939,male,14,Helmut
1939,male,15,Heinz
1939,male,16,Rolf
1939,male,17,Walter
1939,male,18,Herbert
1939,male,19,Gerd
1939,male,20,Bernd
1939,male,21,Harald
1939,male,22,Joachim
1939,male,23,Siegfried
1939,male,24,Kurt
1939,male,25,Hermann
1939,male,26,Ernst
1939,male,27,Heinrich
1939,male,28,Ulrich
1939,male,29,Lothar
1939,male,30,Rudolf
1939,male,31,Dietrich
1939,male,32,Otto
1939,male,33,Friedrich
1939,male,34,Eckhard
1939,male,35,Rainer
1940,female,1,Karin
1940,female,2,Ingrid
1940,female,3,Helga
1940,female,4,Renate
1940,female,5,Elke
1940,female,6,Ursula
1940,female,7,Erika
1940,female,8,Christa
1940,female,9,Gisela
1940,female,10,Monika
1940,female,11,Hannelore
1940,female,12,Inge
1940,female,13,Christel
1940,female,14,Rosemarie
1940,female,15,Ingeborg
1940,female,16,Brigitte
1940,female,17,Bärbel
1940,female,18,Waltraud
1940,female,19,Jutta
1940,female,20,Ute
1940,female,21,Heike
1940,female,22,Marianne
1940,female,23,Gerda
1940,female,24,Heidi
1940,female,25,Marion
1940,female,26,Barbara
1940,female,27,Sigrid
1940,female,28,Anke
1940,female,29,Margrit
1940,female,30,Irmgard
1940,female,31,Edith
1940,female,32,Rita
1940,female,33,Hildegard
1940,female,34,Ilse
1940,female,35,Eva
1940,male,1,Peter
1940,male,2,Klaus
1940,male,3,Hans
1940,male,4,Jürgen
1940,male,5,Dieter
1940,male,6,Günther
1940,male,7,Horst
1940,male,8,Manfred
1940,male,9,Uwe
1940,male,10,Wolfgang
1940,male,11,Karl
1940,male,12,Werner
1940,male,13,Rolf
1940,male,14,Heinz
1940,male,15,Gerhard
1940,male,16,Helmut
1940,male,17,Gerd
1940,male,18,Bernd
1940,male,19,Walter
1940,male,20,Harald
1940,male,21,Herbert
1940,male,22,Siegfried
1940,male,23,Ernst
1940,male,24,Joachim
1940,male,25,Kurt
1940,male,26,Rainer
1940,male,27,Jens
1940,male,28,Hermann
1940,male,29,Rudolf
1940,male,30,Adolf
1940,male,31,Lothar
1940,male,32,Heinrich
1940,male,33,Ingo
1940,male,34,Ulrich
1940,male,35,Volker
1941,female,1,Karin
1941,female,2,Renate
1941,female,3,Ingrid
1941,female,4,Elke
1941,female,5,Ursula
1941,female,6,Helga
1941,female,7,Monika
1941,female,8,Gisela
1941,female,9,Christa
1941,female,10,Erika
1941,female,11,Hannelore
1941,female,12,Bärbel
1941,female,13,Brigitte
1941,female,14,Christel
1941,female,15,Anke
1941,female,16,Inge
1941,female,17,Heike
1941,female,18,Barbara
1941,female,19,Jutta
1941,female,20,Heidi
1941,female,21,Sigrid
1941,female,22,Waltraud
1941,female,23,Rosemarie
1941,female,24,Antje
1941,female,25,Rita
1941,female,26,Gerda
1941,female,27,Ingeborg
1941,female,28,Margrit
1941,female,29,Marion
1941,female,30,Heide
1941,female,31,Ilse
1941,female,32,Marianne
1941,female,33,Marlies
1941,female,34,Gudrun
1941,female,35,Maria
1941,male,1,Peter
1941,male,2,Hans
1941,male,3,Klaus
1941,male,4,Dieter
1941,male,5,Jürgen
1941,male,6,Manfred
1941,male,7,Horst
1941,male,8,Uwe
1941,male,9,Wolfgang
1941,male,10,Günther
1941,male,11,Werner
1941,male,12,Karl
1941,male,13,Rolf
1941,male,14,Heinz
1941,male,15,Bernd
1941,male,16,Gerd
1941,male,17,Gerhard
1941,male,18,Helmut
1941,male,19,Rainer
1941,male,20,Jens
1941,male,21,Walter
1941,male,22,Joachim
1941,male,23,Siegfried
1941,male,24,Harald
1941,male,25,Herbert
1941,male,26,Kurt
1941,male,27,Michael
1941,male,28,Hartmut
1941,male,29,Norbert
1941,male,30,Lothar
1941,male,31,Wilfried
1941,male,32,Ernst
1941,male,33,Rudolf
1941,male,34,Heinrich
1941,male,35,Volker
1942,female,1,Karin
1942,female,2,Renate
1942,female,3,Elke
1942,female,4,Monika
1942,female,5,Ingrid
1942,female,6,Ursula
1942,female,7,Helga
1942,female,8,Gisela
1942,female,9,Christa
1942,female,10,Erika
1942,female,11,Bärbel
1942,female,12,Brigitte
1942,female,13,Hannelore
1942,female,14,Heike
1942,female,15,Anke
1942,female,16,Heidi
1942,female,17,Barbara
1942,female,18,Christel
1942,female,19,Ute
1942,female,20,Waltraud
1942,female,21,Jutta
1942,female,22,Inge
1942,female,23,Ingeborg
1942,female,24,Sigrid
1942,female,25,Marion
1942,female,26,Antje
1942,female,27,Marianne
1942,female,28,Heidemarie
1942,female,29,Rosemarie
1942,female,30,Margrit
1942,female,31,Marlies
1942,female,32,Ilse
1942,female,33,Gerda
1942,female,34,Maria
1942,female,35,Rita
1942,male,1,Peter
1942,male,2,Hans
1942,male,3,Klaus
1942,male,4,Jürgen
1942,male,5,Dieter
1942,male,6,Wolfgang
1942,male,7,Uwe
1942,male,8,Horst
1942,male,9,Manfred
1942,male,10,Günther
1942,male,11,Bernd
1942,male,12,Heinz
1942,male,13,Karl
1942,male,14,Rolf
1942,male,15,Werner
1942,male,16,Gerd
1942,male,17,Rainer
1942,male,18,Helmut
1942,male,19,Gerhard
1942,male,20,Michael
1942,male,21,Holger
1942,male,22,Walter
1942,male,23,Harald
1942,male,24,Joachim
1942,male,25,Herbert
1942,male,26,Siegfried
1942,male,27,Jens
1942,male,28,Norbert
1942,male,29,Volker
1942,male,30,Detlev
1942,male,31,Reinhardt
1942,male,32,Udo
1942,male,33,Kurt
1942,male,34,Hermann
1942,male,35,Ulrich
1943,female,1,Karin
1943,female,2,Renate
1943,female,3,Monika
1943,female,4,Ursula
1943,female,5,Elke
1943,female,6,Ingrid
1943,female,7,Gisela
1943,female,8,Christa
1943,female,9,Helga
1943,female,10,Bärbel
1943,female,11,Hannelore
1943,female,12,Heike
1943,female,13,Brigitte
1943,female,14,Barbara
1943,female,15,Jutta
1943,female,16,Heidi
1943,female,17,Erika
1943,female,18,Heidemarie
1943,female,19,Ute
1943,female,20,Christel
1943,female,21,Sigrid
1943,female,22,Anke
1943,female,23,Marlies
1943,female,24,Marianne
1943,female,25,Antje
1943,female,26,Margrit
1943,female,27,Waltraud
1943,female,28,Marion
1943,female,29,Maria
1943,female,30,Rita
1943,female,31,Inge
1943,female,32,Gudrun
1943,female,33,Rosemarie
1943,female,34,Ingeborg
1943,female,35,Birgit
1943,male,1,Hans
1943,male,2,Peter
1943,male,3,Klaus
1943,male,4,Wolfgang
1943,male,5,Jürgen
1943,male,6,Dieter
1943,male,7,Uwe
1943,male,8,Bernd
1943,male,9,Manfred
1943,male,10,Horst
1943,male,11,Heinz
1943,male,12,Günther
1943,male,13,Karl
1943,male,14,Rainer
1943,male,15,Werner
1943,male,16,Rolf
1943,male,17,Gerd
1943,male,18,Gerhard
1943,male,19,Helmut
1943,male,20,Michael
1943,male,21,Joachim
1943,male,22,Holger
1943,male,23,Jens
1943,male,24,Volker
1943,male,25,Norbert
1943,male,26,Walter
1943,male,27,Hartmut
1943,male,28,Harald
1943,male,29,Wilfried
1943,male,30,Ulrich
1943,male,31,Herbert
1943,male,32,Reinhardt
1943,male,33,Ernst
1943,male,34,Rudolf
1943,male,35,Kurt
1944,female,1,Renate
1944,female,2,Karin
1944,female,3,Monika
1944,female,4,Ursula
1944,female,5,Ingrid
1944,female,6,Gisela
1944,female,7,Elke
1944,female,8,Christa
1944,female,9,Heike
1944,female,10,Bärbel
1944,female,11,Helga
1944,female,12,Brigitte
1944,female,13,Barbara
1944,female,14,Jutta
1944,female,15,Hannelore
1944,female,16,Ute
1944,female,17,Christel
1944,female,18,Heidi
1944,female,19,Anke
1944,female,20,Erika
1944,female,21,Heidemarie
1944,female,22,Marion
1944,female,23,Marlies
1944,female,24,Birgit
1944,female,25,Sigrid
1944,female,26,Heidrun
1944,female,27,Waltraud
1944,female,28,Ingeborg
1944,female,29,Angelika
1944,female,30,Gudrun
1944,female,31,Inge
1944,female,32,Margrit
1944,female,33,Gabriele
1944,female,34,Marianne
1944,female,35,Rita
1944,male,1,Klaus
1944,male,2,Hans
1944,male,3,Peter
1944,male,4,Jürgen
1944,male,5,Wolfgang
1944,male,6,Dieter
1944,male,7,Manfred
1944,male,8,Uwe
1944,male,9,Bernd
1944,male,10,Günther
1944,male,11,Horst
1944,male,12,Rainer
1944,male,13,Karl
1944,male,14,Werner
1944,male,15,Rolf
1944,male,16,Heinz
1944,male,17,Michael
1944,male,18,Helmut
1944,male,19,Gerd
1944,male,20,Joachim
1944,male,21,Gerhard
1944,male,22,Holger
1944,male,23,Walter
1944,male,24,Jens
1944,male,25,Harald
1944,male,26,Wolf
1944,male,27,Wilfried
1944,male,28,Hartmut
1944,male,29,Norbert
1944,male,30,Herbert
1944,male,31,Ulrich
1944,male,32,Volker
1944,male,33,Reinhardt
1944,male,34,Jörg
1944,male,35,Kurt
1945,female,1,Renate
1945,female,2,Monika
1945,female,3,Karin
1945,female,4,Ursula
1945,female,5,Brigitte
1945,female,6,Ingrid
1945,female,7,Elke
1945,female,8,Bärbel
1945,female,9,Christa
1945,female,10,Helga
1945,female,11,Gisela
1945,female,12,Hannelore
1945,female,13,Jutta
1945,female,14,Barbara
1945,female,15,Heike
1945,female,16,Christel
1945,female,17,Erika
1945,female,18,Marion
1945,female,19,Angelika
1945,female,20,Anke
1945,female,21,Heidemarie
1945,female,22,Gabriele
1945,female,23,Marlies
1945,female,24,Maria
1945,female,25,Birgit
1945,female,26,Inge
1945,female,27,Ute
1945,female,28,Heidi
1945,female,29,Waltraud
1945,female,30,Sigrid
1945,female,31,Gudrun
1945,female,32,Marianne
1945,female,33,Rita
1945,female,34,Petra
1945,female,35,Margrit
1945,male,1,Hans
1945,male,2,Peter
1945,male,3,Klaus
1945,male,4,Wolfgang
1945,male,5,Jürgen
1945,male,6,Karl
1945,male,7,Uwe
1945,male,8,Bernd
1945,male,9,Dieter
